delta_time,roll,pitch,yaw,label
88.697265625,-4.1,-12.0,66.7,random
175.68408203125,4.9,-13.5,91.2,random
263.274169921875,2.7,-11.8,76.5,random
350.94189453125,2.7,-11.8,76.5,random
439.02783203125,11.8,-17.7,73.0,random
526.196044921875,5.1,-22.2,66.4,random
614.40283203125,1.4,-29.0,59.2,random
700.146728515625,1.4,-29.0,59.2,random
788.294189453125,5.4,-29.4,75.3,random
874.40234375,5.6,-24.3,67.7,random
963.473876953125,10.3,-27.9,70.0,random
1051.233642578125,6.3,-20.9,74.2,random
1138.226318359375,6.3,-20.9,74.2,random
1225.880126953125,-8.7,-16.9,51.8,random
1313.57421875,-5.5,-27.1,49.7,random
1401.568115234375,-7.7,-25.8,53.3,random
1489.169921875,-7.7,-25.8,53.3,random
1575.6484375,-3.7,-19.7,75.1,random
1663.644287109375,3.5,-26.8,76.1,random
1751.67529296875,-3.1,-25.8,66.7,random
