delta_time,roll,pitch,yaw,label
175.449462890625,-41.9,-5.6,3.0,random
306.818115234375,-50.6,-16.5,-15.5,random
393.938232421875,-55.9,-21.4,-15.3,random
481.594482421875,-57.1,-22.3,-7.3,random
569.136474609375,-57.1,-22.3,-7.3,random
656.9453125,-44.8,-20.2,5.8,random
831.548095703125,-44.4,-22.5,-4.7,random
919.903076171875,-46.6,-23.2,-10.3,random
1006.628662109375,-46.6,-23.2,-10.3,random
1137.990478515625,-48.6,-21.3,-1.0,random
1225.42041015625,-39.9,-16.1,1.8,random
1313.646484375,-34.4,-18.0,-21.1,random
1399.934326171875,-30.9,-26.2,10.7,random
1488.3173828125,-40.3,-21.0,12.4,random
1574.89208984375,-40.3,-21.0,12.4,random
1705.921875,-47.8,-20.8,-0.6,random
