delta_time,roll,pitch,yaw,label
87.92529296875,90.4,-84.0,-116.0,random
175.515625,100.7,-88.4,-95.7,random
350.207275390625,92.8,-56.6,-87.8,random
436.759033203125,91.8,-66.0,-111.9,random
524.497802734375,91.8,-66.0,-111.9,random
612.766357421875,94.8,88.2,-103.5,random
700.68603515625,93.7,87.7,-92.7,random
787.765625,81.3,-68.8,-85.4,random
876.0224609375,81.3,-68.8,-85.4,random
1006.74169921875,77.9,-55.9,-107.3,random
1094.774169921875,91.7,-42.0,-120.7,random
1181.209716796875,94.7,-20.7,-130.7,random
1269.39306640625,111.8,-4.7,-105.5,random
1356.74169921875,123.7,10.2,-101.1,random
1443.8251953125,123.7,10.2,-101.1,random
1531.62255859375,124.8,-8.1,-107.1,random
