delta_time,roll,pitch,yaw,label
88.135009765625,-34.5,65.3,-88.4,random
176.239013671875,-34.5,65.3,-88.4,random
263.32861328125,-30.6,73.4,-135.1,random
351.218017578125,-30.4,69.0,-139.0,random
438.8798828125,-21.6,47.7,-127.2,random
524.91357421875,-21.6,47.7,-127.2,random
613.626220703125,-12.2,28.7,-122.6,random
700.30419921875,-14.3,25.8,-123.2,random
789.08203125,-8.8,25.9,-96.4,random
875.882568359375,8.9,29.4,-44.5,random
963.39599609375,8.9,29.4,-44.5,random
1050.062744140625,5.2,34.9,-42.5,random
1138.443359375,9.1,33.7,-47.0,random
1226.368408203125,21.5,0.0,-52.0,random
1312.94775390625,21.5,0.0,-52.0,random
1399.881591796875,23.7,11.5,-51.0,random
