delta_time,roll,pitch,yaw,label
87.2685546875,-11.7,-42.9,-1059.7,gesture
174.656982421875,8.5,-28.2,-1018.7,gesture
261.92529296875,8.5,-28.2,-1018.7,gesture
349.798828125,56.5,16.1,-984.2,gesture
436.446044921875,58.8,36.3,-1026.2,gesture
524.08837890625,77.9,-0.7,-1036.0,gesture
611.618896484375,88.0,51.4,-1043.9,gesture
699.3271484375,88.0,51.4,-1043.9,gesture
787.619384765625,101.0,71.4,-1050.3,gesture
961.88330078125,110.8,64.7,-1039.2,gesture
1050.01953125,108.7,7.1,-1022.1,gesture
1181.959716796875,91.6,21.9,-1034.7,gesture
