delta_time,roll,pitch,yaw,label
87.70703125,-45.5,-30.1,-431.4,gesture
176.193603515625,-37.4,-18.5,-440.5,gesture
261.80517578125,-27.2,-58.5,-421.1,gesture
350.642822265625,-9.8,-39.9,-402.6,gesture
525.44873046875,-9.8,-39.9,-402.6,gesture
612.4921875,13.1,-26.4,-425.4,gesture
744.363037109375,-3.2,-65.8,-459.0,gesture
832.286376953125,-6.5,-28.7,-448.4,gesture
919.33837890625,-13.6,-17.6,-443.2,gesture
1006.7802734375,-22.5,-26.6,-444.0,gesture
1094.31591796875,-22.5,-26.6,-444.0,gesture
1181.444580078125,-23.2,-80.4,-444.5,gesture
1269.18994140625,-26.9,-84.1,-444.9,gesture
