delta_time,roll,pitch,yaw,label
88.139404296875,29.1,-47.5,-112.2,random
175.132080078125,22.0,-55.4,-141.8,random
263.905517578125,21.6,-54.5,-155.4,random
350.7001953125,21.6,-54.5,-155.4,random
526.159423828125,52.9,-74.9,-80.5,random
612.87646484375,79.3,87.1,-72.4,random
701.3623046875,79.3,87.1,-72.4,random
788.525390625,38.3,-52.6,-83.3,random
919.614013671875,41.8,-41.1,-60.6,random
1006.6689453125,40.8,-31.6,-47.6,random
1094.28271484375,39.8,-39.8,-76.1,random
1224.208984375,33.6,-40.9,-115.2,random
1313.903076171875,28.2,-38.5,-132.1,random
1444.142578125,24.4,-38.5,-134.2,random
