delta_time,roll,pitch,yaw,label
88.031494140625,3.9,-68.2,-1104.7,gesture
174.724609375,3.9,-68.2,-1104.7,gesture
262.879150390625,10.5,-58.6,-1138.2,gesture
349.305419921875,32.3,76.4,-1157.5,gesture
437.44189453125,29.8,-59.2,-1168.6,gesture
524.354248046875,29.8,-59.2,-1168.6,gesture
612.644287109375,29.6,-35.4,-1175.1,gesture
699.751708984375,34.1,-51.0,-1161.3,gesture
787.385986328125,64.9,72.3,-1121.4,gesture
874.63623046875,57.7,70.7,-1129.0,gesture
962.701416015625,57.7,70.7,-1129.0,gesture
1049.7001953125,49.4,65.0,-1135.6,gesture
1137.89892578125,46.7,62.8,-1135.8,gesture
