delta_time,roll,pitch,yaw,label
87.30615234375,25.8,-58.5,-979.0,gesture
174.637939453125,25.8,-58.5,-979.0,gesture
262.04541015625,43.4,-78.9,-946.5,gesture
349.7685546875,78.5,-66.7,-973.6,gesture
436.930419921875,68.4,-80.6,-1027.2,gesture
523.937744140625,76.0,54.5,-1043.7,gesture
611.69140625,76.0,54.5,-1043.7,gesture
699.97802734375,86.5,80.1,-1040.2,gesture
787.393310546875,92.0,-89.3,-1033.5,gesture
874.29248046875,107.7,76.3,-1025.2,gesture
962.300048828125,107.7,76.3,-1025.2,gesture
1050.281494140625,108.1,24.9,-1018.3,gesture
