delta_time,roll,pitch,yaw,label
88.372802734375,13.5,-51.6,-1107.9,gesture
174.880615234375,13.5,-51.6,-1107.9,gesture
263.815185546875,47.0,-72.4,-1056.7,gesture
349.829345703125,97.6,83.4,-1082.0,gesture
438.523681640625,101.4,46.0,-1124.3,gesture
525.056640625,109.5,-8.5,-1119.4,gesture
612.859619140625,109.5,-8.5,-1119.4,gesture
701.03125,122.2,28.1,-1116.7,gesture
787.759033203125,131.5,38.4,-1114.3,gesture
918.792724609375,139.4,22.8,-1107.4,gesture
1007.373291015625,133.4,-31.7,-1092.7,gesture
