delta_time,roll,pitch,yaw,label
88.87255859375,-13.4,24.1,-1239.7,gesture
175.7216796875,14.8,-19.6,-1203.5,gesture
263.7900390625,14.8,-19.6,-1203.5,gesture
351.6552734375,33.5,-6.2,-1254.8,gesture
439.8955078125,72.2,-47.5,-1275.7,gesture
525.46533203125,72.4,9.4,-1284.1,gesture
613.582275390625,99.3,33.3,-1290.1,gesture
701.066162109375,99.3,33.3,-1290.1,gesture
789.125244140625,101.0,37.4,-1286.9,gesture
876.245361328125,95.8,2.0,-1275.4,gesture
963.607421875,155.4,56.3,-1272.2,gesture
1051.07666015625,155.4,56.3,-1272.2,gesture
1225.744140625,144.4,57.4,-1290.1,gesture
1313.59716796875,140.1,50.4,-1292.7,gesture
