delta_time,roll,pitch,yaw,label
89.298828125,62.8,2.2,-534.3,gesture
176.2568359375,84.9,26.4,-501.1,gesture
264.00439453125,100.4,4.9,-494.9,gesture
394.8876953125,80.5,47.9,-521.5,gesture
483.23583984375,64.2,30.7,-545.8,gesture
570.203369140625,80.6,-6.2,-537.7,gesture
656.50341796875,80.6,-6.2,-537.7,gesture
744.909423828125,96.3,15.5,-528.0,gesture
832.136962890625,97.8,-1.0,-530.1,gesture
919.442626953125,90.1,49.2,-533.8,gesture
1006.887451171875,90.1,49.2,-533.8,gesture
1094.784423828125,101.8,45.8,-525.6,gesture
