delta_time,roll,pitch,yaw,label
87.473388671875,67.0,1.7,-787.9,gesture
176.277587890625,85.2,19.3,-764.1,gesture
262.808837890625,100.4,-12.8,-769.8,gesture
350.060791015625,101.0,17.6,-797.4,gesture
437.62060546875,101.0,17.6,-797.4,gesture
525.575439453125,99.9,-1.0,-823.5,gesture
612.520263671875,107.1,-39.1,-816.4,gesture
700.745361328125,117.2,-24.8,-802.8,gesture
787.278564453125,127.2,-29.6,-802.9,gesture
876.060546875,127.2,-29.6,-802.9,gesture
963.6875,104.1,27.9,-827.2,gesture
1094.2978515625,109.0,30.8,-825.0,gesture
