delta_time,roll,pitch,yaw,label
89.116455078125,178.8,-10.6,-1069.9,gesture
176.379150390625,178.8,-10.6,-1069.9,gesture
263.051513671875,-167.1,-20.6,-1111.4,gesture
350.669677734375,-159.0,-70.4,-1146.3,gesture
438.912109375,-147.5,-30.8,-1154.4,gesture
525.822021484375,-147.5,-30.8,-1154.4,gesture
613.819091796875,-143.8,-17.6,-1148.9,gesture
701.32568359375,-144.6,-33.8,-1142.5,gesture
788.517578125,-142.0,86.7,-1120.8,gesture
876.35107421875,-142.0,86.7,-1120.8,gesture
963.318115234375,-150.3,-71.9,-1133.2,gesture
1051.106201171875,-128.5,-63.2,-1124.9,gesture
1182.0478515625,-115.2,-68.2,-1117.9,gesture
