delta_time,roll,pitch,yaw,label
88.420654296875,-18.7,-64.2,-654.8,gesture
175.288330078125,-23.2,-44.2,-641.2,gesture
262.808837890625,-17.1,-57.5,-635.7,gesture
351.123291015625,-8.6,-29.4,-649.0,gesture
438.308349609375,-8.6,-29.4,-649.0,gesture
526.448486328125,-0.1,-47.1,-667.5,gesture
613.65966796875,10.6,-71.1,-657.7,gesture
700.469970703125,9.7,-59.0,-657.9,gesture
787.78466796875,14.9,-73.4,-659.3,gesture
876.75732421875,14.9,-73.4,-659.3,gesture
964.3466796875,17.2,-36.1,-671.4,gesture
1050.60107421875,18.1,-38.3,-668.0,gesture
