delta_time,roll,pitch,yaw,label
87.8310546875,74.8,-53.2,-523.3,gesture
219.7138671875,74.8,-53.2,-523.3,gesture
306.38037109375,83.7,-84.5,-513.6,gesture
393.300048828125,95.0,-82.2,-493.8,gesture
524.88623046875,103.0,60.5,-486.1,gesture
612.98779296875,104.7,78.2,-500.2,gesture
699.5751953125,103.1,75.3,-523.8,gesture
786.906982421875,119.2,42.3,-533.9,gesture
874.8359375,132.2,70.2,-527.6,gesture
962.540771484375,132.2,70.2,-527.6,gesture
1050.27978515625,135.7,76.6,-520.2,gesture
1181.663818359375,134.9,45.3,-515.5,gesture
1268.123779296875,117.5,-81.0,-510.3,gesture
1400.304931640625,126.8,87.5,-503.9,gesture
