delta_time,roll,pitch,yaw,label
87.234619140625,12.0,-55.3,-228.6,random
174.822998046875,14.9,-56.8,-206.6,random
263.004150390625,14.9,-56.8,-206.6,random
350.03759765625,10.8,-36.8,-220.1,random
437.185302734375,30.5,-58.2,-216.8,random
525.24267578125,42.8,-61.7,-205.7,random
613.25634765625,42.8,-61.7,-205.7,random
700.214599609375,47.4,-53.0,-200.1,random
788.70751953125,57.9,-70.6,-205.7,random
875.708984375,58.4,-71.0,-200.8,random
962.618408203125,58.4,-71.0,-200.8,random
1049.647705078125,51.7,-60.4,-191.5,random
1137.22900390625,50.6,-60.9,-191.4,random
1224.7880859375,46.6,-58.6,-192.2,random
1313.116455078125,42.9,-57.5,-191.8,random
1400.00048828125,42.9,-57.5,-191.8,random
1487.07861328125,42.9,-39.3,-198.5,random
1574.80029296875,26.5,-17.6,-234.8,random
1663.12353515625,20.6,-32.7,-199.8,random
1750.82666015625,20.6,-32.7,-199.8,random
1838.095947265625,35.3,-44.4,-175.7,random
1926.06787109375,32.1,-46.6,-212.0,random
2056.275390625,29.0,-59.2,-209.7,random
2143.755615234375,19.8,-60.9,-199.9,random
2231.41943359375,18.5,-45.6,-194.2,random
2318.449951171875,19.1,-44.4,-192.6,random
2406.1630859375,19.1,-44.4,-192.6,random
2493.31103515625,19.8,-43.8,-192.4,random
