delta_time,roll,pitch,yaw,label
88.354736328125,74.2,-81.7,-614.4,gesture
219.678955078125,71.5,77.4,-599.6,gesture
306.95947265625,70.3,84.0,-583.2,gesture
394.303466796875,83.6,-67.6,-576.6,gesture
481.665283203125,83.6,-67.6,-576.6,gesture
569.741943359375,81.4,-46.2,-601.0,gesture
743.642578125,62.9,-57.7,-625.1,gesture
830.753662109375,73.5,-72.5,-607.4,gesture
918.818603515625,73.5,-72.5,-607.4,gesture
1007.091796875,72.1,-80.8,-606.6,gesture
1094.702880859375,72.6,-47.3,-610.8,gesture
1181.64599609375,67.6,-29.1,-611.4,gesture
1313.514892578125,67.6,-29.1,-611.4,gesture
