delta_time,roll,pitch,yaw,label
88.240478515625,-27.2,1.5,31.9,random
175.715576171875,-27.2,1.5,31.9,random
262.989990234375,-33.6,-4.8,15.0,random
351.0,-38.5,-21.1,19.6,random
481.511962890625,-23.6,-36.0,44.2,random
569.724609375,-32.1,-35.0,18.8,random
656.691650390625,-28.8,-36.0,25.8,random
744.1650390625,-28.8,-36.0,25.8,random
831.887939453125,-5.0,-33.9,58.5,random
918.11669921875,-12.9,-39.2,35.4,random
1006.15966796875,-32.0,-49.9,8.0,random
1093.84228515625,-32.0,-49.9,8.0,random
1181.937255859375,-9.1,-27.1,46.7,random
