delta_time,roll,pitch,yaw,label
86.4443359375,21.4,4.8,102.4,random
175.107177734375,21.4,4.8,102.4,random
263.27880859375,1.0,-26.5,81.3,random
350.18017578125,16.9,-9.1,108.1,random
437.145751953125,38.4,14.3,117.5,random
525.615478515625,38.4,14.3,117.5,random
613.338134765625,44.1,2.9,115.2,random
700.153564453125,51.5,14.9,113.0,random
787.59765625,59.3,33.8,98.2,random
874.6982421875,39.6,23.1,45.8,random
963.185791015625,39.6,23.1,45.8,random
1049.655029296875,43.0,2.4,27.6,random
1138.705322265625,53.4,1.4,62.9,random
