delta_time,roll,pitch,yaw,label
88.04638671875,-6.9,-1.2,-240.7,random
175.078857421875,-26.5,-16.5,-268.3,random
262.4208984375,-20.4,-39.7,-247.6,random
351.114013671875,3.3,-70.0,-253.4,random
437.603515625,3.3,-70.0,-253.4,random
525.597412109375,11.9,-54.8,-270.2,random
613.0224609375,5.5,86.0,-278.4,random
700.710693359375,14.0,82.9,-278.4,random
788.103271484375,39.0,-63.7,-234.6,random
918.936767578125,39.0,-63.7,-234.6,random
1006.542724609375,29.4,-53.1,-205.1,random
1095.3701171875,25.0,-60.4,-215.0,random
