delta_time,roll,pitch,yaw,label
87.549560546875,-54.4,-88.1,-1318.2,gesture
174.738037109375,-45.3,50.0,-1311.0,gesture
263.529052734375,-64.9,57.0,-1364.3,gesture
350.224853515625,-64.9,57.0,-1364.3,gesture
437.2958984375,-71.2,9.8,-1397.9,gesture
525.484130859375,-76.1,54.0,-1402.7,gesture
613.125,-74.5,59.5,-1408.1,gesture
700.15087890625,-74.5,59.5,-1408.1,gesture
830.84619140625,-74.6,45.0,-1399.5,gesture
918.71875,-81.5,-9.9,-1389.1,gesture
1005.857421875,-51.5,-3.7,-1406.2,gesture
1094.376708984375,-71.0,-4.7,-1416.0,gesture
1181.583740234375,-69.1,-5.5,-1419.7,gesture
1268.7294921875,-69.1,-5.5,-1419.7,gesture
1355.83740234375,-68.9,-6.7,-1420.7,gesture
