delta_time,roll,pitch,yaw,label
89.023193359375,-104.5,-75.9,-1460.6,gesture
175.709716796875,-70.9,68.6,-1434.3,gesture
263.88232421875,-82.4,76.3,-1490.4,gesture
350.906494140625,-79.3,25.7,-1516.6,gesture
438.510986328125,-82.8,68.6,-1521.6,gesture
526.24462890625,-82.8,68.6,-1521.6,gesture
613.42431640625,-75.1,67.6,-1515.2,gesture
701.873046875,-57.7,12.1,-1501.4,gesture
788.453369140625,-44.3,3.0,-1504.2,gesture
876.010498046875,-44.3,3.0,-1504.2,gesture
963.6201171875,-43.6,-0.8,-1504.4,gesture
1051.34912109375,-53.6,-6.0,-1509.8,gesture
