delta_time,roll,pitch,yaw,label
88.143310546875,58.9,-28.3,-25.5,random
175.05517578125,58.9,-28.3,-25.5,random
263.239501953125,43.0,-34.2,-43.8,random
351.368408203125,42.1,-46.1,-43.9,random
482.357177734375,40.9,-49.3,-32.4,random
569.623779296875,50.6,-37.2,-1.4,random
657.056396484375,48.0,-29.6,-19.6,random
745.668701171875,36.9,-33.1,-46.0,random
833.32666015625,36.9,-33.1,-46.0,random
919.19384765625,40.5,-45.7,-29.1,random
1050.96875,51.9,-49.3,-18.4,random
1138.32080078125,48.4,-58.6,-18.0,random
1225.642822265625,41.9,-70.3,-11.3,random
1313.74658203125,43.4,-47.0,-5.3,random
1401.809326171875,43.4,-47.0,-5.3,random
1488.913818359375,39.2,-40.4,-2.3,random
1575.624267578125,30.9,-41.8,5.4,random
1663.749755859375,26.9,-49.4,-21.5,random
1751.558837890625,26.9,-49.4,-21.5,random
1839.24951171875,6.6,-49.3,-59.9,random
