delta_time,roll,pitch,yaw,label
87.910888671875,91.4,-7.8,-1355.1,gesture
176.136474609375,91.4,-7.8,-1355.1,gesture
263.556640625,113.9,-47.8,-1388.7,gesture
350.22119140625,115.4,8.9,-1401.3,gesture
438.83642578125,128.4,13.0,-1403.0,gesture
525.8349609375,138.4,10.1,-1393.4,gesture
613.58984375,138.4,10.1,-1393.4,gesture
700.204345703125,160.2,65.7,-1342.8,gesture
787.42578125,-165.7,55.6,-1320.5,gesture
875.35546875,-163.2,50.1,-1317.4,gesture
963.1708984375,-163.2,50.1,-1317.4,gesture
1050.70458984375,-162.0,46.3,-1317.8,gesture
