delta_time,roll,pitch,yaw,label
87.38427734375,38.4,40.7,-1421.5,gesture
175.3330078125,38.4,40.7,-1421.5,gesture
263.052490234375,54.6,65.5,-1366.9,gesture
349.639404296875,85.3,-71.8,-1345.6,gesture
437.430908203125,57.5,-64.2,-1404.2,gesture
524.3662109375,57.5,-64.2,-1404.2,gesture
612.713623046875,54.0,81.3,-1432.1,gesture
700.35693359375,55.7,43.9,-1430.6,gesture
788.140625,59.9,57.2,-1426.4,gesture
875.740234375,53.1,33.7,-1424.4,gesture
963.111572265625,53.1,33.7,-1424.4,gesture
1050.153076171875,39.4,-18.3,-1420.9,gesture
1138.115478515625,-15.5,-75.6,-1439.9,gesture
1226.48583984375,-37.0,-80.4,-1450.2,gesture
1313.556640625,-37.0,-80.4,-1450.2,gesture
1400.3095703125,-38.5,-83.1,-1453.3,gesture
