delta_time,roll,pitch,yaw,label
174.77685546875,42.9,-31.3,-118.3,random
263.5283203125,29.5,-8.7,-132.7,random
350.894775390625,33.5,-19.7,-124.5,random
438.51171875,33.5,-19.7,-124.5,random
525.55419921875,38.0,-35.5,-112.7,random
612.822509765625,38.6,-48.0,-116.1,random
701.248291015625,38.0,-46.8,-130.0,random
788.0341796875,38.0,-46.8,-130.0,random
875.53076171875,35.3,-30.5,-127.4,random
963.435302734375,35.0,-26.7,-120.6,random
1050.650390625,31.9,-38.9,-129.4,random
1137.287353515625,29.0,-38.1,-145.1,random
1225.906982421875,29.0,-38.1,-145.1,random
1357.069580078125,25.1,-22.7,-146.8,random
1444.668212890625,25.7,-9.7,-129.4,random
1575.789794921875,26.8,-8.6,-116.8,random
