delta_time,roll,pitch,yaw,label
88.465087890625,3.1,-47.8,-144.9,random
175.94189453125,6.8,-46.7,-140.6,random
262.810302734375,16.6,-46.0,-133.6,random
350.826171875,11.1,-47.3,-133.6,random
438.251953125,7.2,-47.0,-137.0,random
525.879638671875,7.2,-47.0,-137.0,random
657.0732421875,6.5,-48.1,-136.4,random
744.24853515625,4.3,-47.6,-142.0,random
832.41064453125,9.7,-48.4,-134.1,random
919.66015625,9.7,-49.2,-134.8,random
1006.576904296875,9.8,-51.0,-136.1,random
1094.492919921875,9.8,-51.0,-136.1,random
1181.5048828125,11.4,-54.6,-135.5,random
1269.015380859375,12.4,-56.5,-136.1,random
1356.0234375,12.1,-57.6,-137.9,random
1444.151611328125,13.3,-56.3,-134.8,random
1531.81201171875,13.3,-56.3,-134.8,random
1618.44580078125,8.5,-51.6,-137.6,random
1706.688232421875,9.7,-49.1,-136.3,random
1794.324951171875,9.5,-48.5,-136.1,random
1881.649658203125,9.5,-48.5,-136.1,random
1969.317138671875,7.9,-47.1,-132.9,random
2056.58203125,7.9,-46.7,-128.3,random
2144.663818359375,6.1,-46.1,-127.8,random
2318.8701171875,9.3,-47.1,-125.0,random
