delta_time,roll,pitch,yaw,label
88.809814453125,3.3,-37.7,-87.3,random
307.240234375,3.3,-37.7,-87.3,random
394.972900390625,-2.7,-44.7,-101.6,random
482.606201171875,1.1,-39.6,-106.9,random
569.15576171875,0.7,-35.9,-110.6,random
657.505615234375,-3.4,-39.7,-114.7,random
744.453857421875,-3.3,-44.4,-111.4,random
832.996826171875,-3.3,-44.4,-111.4,random
963.170654296875,-5.9,-44.7,-105.4,random
1051.429931640625,-10.2,-39.1,-96.5,random
1138.75341796875,-10.6,-31.4,-104.0,random
1270.325439453125,-20.6,-23.3,-111.3,random
1357.94140625,-15.8,-20.9,-99.3,random
1488.5009765625,-10.6,-26.6,-90.8,random
1575.4560546875,-8.3,-28.4,-97.9,random
1662.98828125,-2.5,-23.2,-104.5,random
1750.601318359375,-2.5,-23.2,-104.5,random
1838.4296875,13.3,-36.3,-86.7,random
1926.665283203125,6.6,-36.5,-102.2,random
2057.609375,23.7,-38.1,-76.3,random
