delta_time,roll,pitch,yaw,label
218.466796875,-25.8,-46.8,-207.5,random
393.904052734375,-22.0,-42.8,-233.4,random
523.63623046875,-26.0,-40.3,-231.6,random
611.991455078125,-25.5,-43.0,-223.2,random
698.582763671875,-25.5,-43.0,-223.2,random
787.00439453125,-24.4,-52.9,-220.4,random
873.626953125,-27.4,-58.3,-220.2,random
1005.28955078125,-28.3,-57.2,-209.7,random
1093.182861328125,-30.0,-51.4,-213.4,random
1224.204833984375,-28.1,-43.6,-223.2,random
1311.594970703125,-22.3,-40.9,-230.9,random
1398.5771484375,-22.6,-42.9,-236.1,random
1487.008056640625,-22.6,-42.9,-236.1,random
1661.9765625,-15.6,-48.1,-215.2,random
