delta_time,roll,pitch,yaw,label
89.1552734375,10.8,-37.5,-73.5,random
176.724365234375,15.1,-8.8,-79.1,random
264.1650390625,15.1,-8.8,-79.1,random
351.80126953125,5.6,-24.0,-75.7,random
439.089599609375,-6.5,-1.1,-103.2,random
526.70703125,-4.9,9.8,-151.4,random
658.252197265625,-4.9,-14.7,-148.8,random
746.133056640625,2.0,-27.0,-133.0,random
833.371337890625,2.0,-27.0,-133.0,random
1052.066650390625,8.5,-52.9,-116.5,random
1138.801025390625,23.3,3.1,-167.0,random
1401.881591796875,23.2,4.1,-169.5,random
