delta_time,roll,pitch,yaw,label
86.4775390625,30.5,-29.3,-21.0,random
175.447998046875,19.6,-21.6,-32.8,random
306.54052734375,19.7,-24.5,-32.4,random
392.769287109375,23.0,-24.6,-15.9,random
480.4453125,27.3,-19.4,-15.5,random
568.870361328125,29.7,-20.8,-27.8,random
656.339111328125,29.8,-22.2,-21.2,random
743.037841796875,29.8,-22.2,-21.2,random
874.720947265625,43.6,-21.5,-4.4,random
962.226318359375,39.3,-19.8,-13.2,random
1049.276123046875,28.0,-22.0,-27.8,random
1137.419189453125,28.2,-21.9,-12.5,random
1224.6083984375,33.1,-18.3,-5.0,random
1312.667236328125,33.1,-18.3,-5.0,random
1399.90087890625,32.9,-18.1,-19.7,random
