delta_time,roll,pitch,yaw,label
88.6044921875,5.2,-60.2,-16.2,random
175.648193359375,9.9,-34.6,-35.3,random
262.7880859375,-7.8,-89.3,-49.0,random
349.893798828125,-14.5,-78.3,-89.0,random
437.46533203125,4.4,52.3,-91.6,random
525.963623046875,4.4,52.3,-91.6,random
612.680908203125,-10.3,42.1,-103.0,random
700.447021484375,-17.7,58.5,-127.3,random
787.938720703125,-2.7,31.4,-119.4,random
875.156005859375,-2.7,31.4,-119.4,random
962.14794921875,-0.8,42.8,-135.9,random
1049.89794921875,-22.7,78.4,-164.0,random
