delta_time,roll,pitch,yaw,label
87.77099609375,4.8,-13.0,28.4,random
175.841796875,-1.2,-9.0,10.0,random
307.317626953125,-5.6,-13.7,4.0,random
394.482421875,10.7,-16.7,28.8,random
481.2119140625,11.7,-11.7,27.6,random
569.553955078125,6.1,-9.5,17.3,random
657.11962890625,11.2,-14.7,26.5,random
743.996826171875,11.2,-14.7,26.5,random
831.649169921875,6.6,-12.3,29.7,random
919.3115234375,-4.3,-9.8,21.8,random
1006.001953125,1.1,-16.6,31.4,random
1094.08251953125,1.1,-16.6,31.4,random
1181.914794921875,3.3,-25.8,34.5,random
1312.460205078125,-5.8,-24.5,29.7,random
1488.25537109375,-16.6,-16.2,10.7,random
1575.976806640625,-18.4,-12.1,13.4,random
1662.675537109375,-18.4,-12.1,13.4,random
1750.3349609375,-6.8,-14.3,33.1,random
