delta_time,roll,pitch,yaw,label
88.310546875,-70.3,-3.4,-2.3,random
174.99658203125,-60.2,-16.5,-40.5,random
262.408447265625,-58.8,-18.2,-49.5,random
351.338134765625,-59.8,-27.3,-2.4,random
438.03564453125,-61.5,-30.6,38.1,random
525.454833984375,-61.5,-30.6,38.1,random
612.802490234375,-52.8,-32.0,2.4,random
699.9775390625,-47.0,-6.0,-15.5,random
788.453857421875,-43.3,-18.4,-9.4,random
874.81298828125,-43.3,-18.4,-9.4,random
963.1064453125,-32.2,-66.8,18.8,random
1050.8212890625,-24.7,-47.2,29.4,random
1137.789306640625,-14.8,-67.5,31.0,random
1225.388916015625,-16.8,-22.1,52.6,random
1312.60546875,-16.8,-22.1,52.6,random
1400.6123046875,-9.5,-10.4,76.5,random
1487.7861328125,-14.8,1.9,84.0,random
1575.734375,-16.6,3.0,84.0,random
1663.4951171875,-16.6,3.0,84.0,random
1750.9580078125,-14.9,1.3,85.2,random
